id,reading_levels,primary_student_language,primary_household_language,after_school,after_school_external
54315930,Not_Meeting,english,spanish,f,
7106088,Exceeding,spanish,spanish,f,
83045742,Exceeding,english,english,t,Discovery
79988328,Not_Meeting,english,english,f,
49086519,Partially_Meeting,english,english,f,
6177338,,english,english,f,
63168519,Partially_Meeting,english,english,f,
107046556,,english,english,t,Discovery
76220505,Not_Meeting,spanish,english,f,
59899366,,english,english,f,
62203488,,english,english,f,
58781553,Not_Meeting,,english,f,
49663865,,english,english,f,
40288072,Partially_Meeting,english,english,t,Discovery
17686258,Meeting,english,english,f,
37176645,,english,spanish,f,
48415357,,english,english,f,
158240210,,spanish,english,f,
61348956,Not_Meeting,english,spanish,f,
50881059,,spanish,english,f,
20539125,,english,english,f,
82860403,Meeting,english,english,f,
12814216,Partially_Meeting,english,english,f,
33422687,,english,english,f,
69798810,,spanish,english,f,
87843124,Meeting,english,english,f,
28045335,Not_Meeting,spanish,english,f,
219565279,,english,english,f,
96478938,Not_Meeting,spanish,english,f,
628238104,,spanish,english,f,Discovery
12516958,,english,spanish,f,Youth Empowerment
37039691,,english,english,f,
723626961,,spanish,english,t,YMCA
55564813,,spanish,english,f,
31955306,,,english,f,
65611669,Meeting,english,english,f,
346923022,,,english,f,
68702255,Not_Meeting,spanish,english,f,
12137755,,english,spanish,f,
37402433,Exceeding,english,english,f,
915277887,,english,spanish,f,
171103008,,english,english,t,Discovery
152731830,,english,spanish,f,Discovery
41448866,Not_Meeting,,english,f,
45312275,,english,english,f,
77659605,,english,english,f,
113065033,,english,english,f,
64773118,Not_Meeting,english,english,f,
65823977,Not_Meeting,spanish,english,f,
16786066,Not_Meeting,spanish,english,f,
86299595,,spanish,english,f,
718817629,,,spanish,f,
641363575,,english,english,f,Discovery
499530637,,english,english,t,Discovery
93960932,,english,english,f,
15557787,,english,english,f,
9927110,Not_Meeting,spanish,english,f,
27832751,Not_Meeting,english,english,f,
13163549,Not_Meeting,,spanish,f,
85850354,,english,english,f,Discovery
21878522,Partially_Meeting,spanish,english,t,YMCA
42694692,Not_Meeting,english,spanish,f,
85438897,,english,english,f,
57369342,,,english,f,
71306240,,spanish,english,f,Discovery
9773336,,english,spanish,f,
2824674,Not_Meeting,english,english,t,Boys & Girls Club
27402850,Meeting,spanish,english,t,Youth Empowerment
9958775,Partially_Meeting,spanish,english,t,Boys & Girls Club
38016605,Exceeding,english,english,f,
55615931,Partially_Meeting,english,english,f,
864123865,,english,english,f,
40146602,,english,english,f,
821346384,,english,spanish,f,Discovery
89477432,Meeting,english,english,f,
12011306,Not_Meeting,english,spanish,f,
68202892,Exceeding,english,english,f,
68461466,Partially_Meeting,english,english,f,
76282799,Not_Meeting,english,english,f,
3161258,,spanish,english,f,
8473758,Meeting,english,english,t,Discovery
48966860,,english,english,f,
28068498,Partially_Meeting,english,english,f,
36964237,,english,english,f,
26166846,,spanish,english,f,
7942420,Exceeding,english,english,f,
14402800,,english,english,f,
8334481,Partially_Meeting,english,english,t,Discovery
74251173,Partially_Meeting,english,english,f,
57003259,,spanish,english,f,
606249550,,spanish,,f,
40889648,Not_Meeting,english,english,t,YMCA
54357100,Not_Meeting,english,english,f,
34037038,Not_Meeting,english,english,f,
82045356,,english,spanish,f,
187486440,,english,english,f,Boys & Girls Club
38364363,Not_Meeting,english,english,f,
73611949,Exceeding,,english,f,
52340879,,english,english,f,
96735414,Partially_Meeting,spanish,english,f,
79394486,,spanish,english,f,
77208552,Not_Meeting,english,english,f,
31378232,Partially_Meeting,english,english,f,
59802154,Not_Meeting,spanish,english,f,
18439272,Meeting,english,english,f,
95881068,Not_Meeting,spanish,english,f,
13652565,,english,spanish,t,Discovery
76168931,Partially_Meeting,english,english,f,
437127977,,english,english,f,
48858218,,spanish,english,f,
2777152,,,english,t,Discovery
21499500,,spanish,english,f,
60613717,Exceeding,,spanish,f,
29513583,Not_Meeting,english,english,f,
57409695,Not_Meeting,english,english,f,
37303239,Not_Meeting,english,english,f,
7395894,Partially_Meeting,,english,f,
24038257,Not_Meeting,english,spanish,f,
67041166,Not_Meeting,english,english,f,
63179992,,english,english,f,
72125791,Exceeding,english,english,f,
2273459,Exceeding,english,english,f,
64674424,Exceeding,english,english,f,
698695726,,english,spanish,f,
78703332,Not_Meeting,spanish,english,f,
464592607,,english,english,f,YMCA
181412540,,english,english,t,YMCA
89552575,Meeting,english,english,f,
30861199,Partially_Meeting,spanish,english,f,
47027432,Partially_Meeting,spanish,english,f,
73185787,Partially_Meeting,spanish,english,t,Discovery
254093415,,english,english,f,
196458085,,english,english,f,
6630777,,spanish,spanish,f,
56078955,,english,english,f,
70430071,,english,english,f,
73479922,,english,english,f,
38926428,Meeting,english,spanish,f,
335583929,,english,english,f,
753158607,,english,english,f,Boys & Girls Club
50834040,Not_Meeting,english,english,f,
3969615,Partially_Meeting,english,english,f,
73317355,Not_Meeting,english,english,f,
7433932,Not_Meeting,english,english,f,
66993159,Meeting,english,english,f,
79259887,Not_Meeting,spanish,english,f,
50777534,Meeting,spanish,english,f,
53443898,Meeting,english,english,f,
192739172,,english,english,f,
14228968,Not_Meeting,english,english,f,
71298241,Partially_Meeting,english,english,f,
97054565,,,english,f,
63210586,Meeting,english,english,f,
38032392,Not_Meeting,,english,f,
40437314,Not_Meeting,english,english,f,
21859827,Not_Meeting,english,english,t,Boys & Girls Club
278032377,,english,english,t,
701404751,,english,english,f,
82377700,,english,spanish,f,
61971083,,spanish,english,f,
92278623,Partially_Meeting,spanish,english,f,
6692444,,english,english,f,
990327729,,,spanish,t,Discovery
99615039,,english,english,f,
21786472,Partially_Meeting,english,english,f,
89060291,Meeting,english,english,f,
58876771,,spanish,english,f,
81323770,Partially_Meeting,spanish,english,f,
934622255,,english,english,f,
90652995,Partially_Meeting,english,english,f,
426436830,,english,,f,
25194048,Exceeding,english,spanish,f,
91951362,,english,english,f,
44259887,Meeting,english,english,f,
57677489,,english,english,f,
37371215,,english,english,f,
96675067,Exceeding,spanish,english,f,
13541460,Partially_Meeting,english,english,f,
240088417,,spanish,english,f,
80659934,Not_Meeting,english,english,f,
85498807,,,english,f,
43211690,Partially_Meeting,english,english,f,
572281315,,spanish,english,f,Discovery
10243922,,english,english,f,
36895520,,english,english,f,
999054122,,english,english,t,
73051233,Not_Meeting,english,english,t,Discovery
48970541,Not_Meeting,spanish,english,t,Discovery
38525534,,english,english,f,
653876375,,english,english,f,
98777493,Exceeding,english,english,f,
6060780,Exceeding,english,english,f,
62904179,Partially_Meeting,english,english,f,
35772903,Not_Meeting,english,english,f,
49189173,Meeting,,english,f,
62242918,,,english,f,
51367226,Not_Meeting,english,english,f,
56421196,Not_Meeting,spanish,english,t,Discovery
723884050,,english,english,f,
36920512,Meeting,spanish,english,f,
3667763,,spanish,english,f,
96500575,Exceeding,english,english,f,
709329,Not_Meeting,english,spanish,f,
94886187,Partially_Meeting,english,english,f,
63240266,,english,english,f,
20454621,Exceeding,spanish,english,f,
649873595,,english,spanish,f,
22737341,,spanish,english,f,
59133531,,english,english,f,
74953368,,english,english,f,
81511578,Exceeding,english,english,f,
20861153,,spanish,english,f,YWCA
46824622,,english,english,f,
63969519,Partially_Meeting,english,english,t,Boys & Girls Club
457072239,,english,english,f,
478866796,,english,english,t,
52361746,,english,english,f,
51896846,,english,english,f,
4262811,Not_Meeting,spanish,english,f,
85237975,Partially_Meeting,spanish,english,f,
38327446,,english,english,f,
513866178,,spanish,spanish,f,Discovery
10914872,Not_Meeting,english,english,f,
32798957,,spanish,english,f,
43189538,Partially_Meeting,spanish,english,f,
19878050,Not_Meeting,english,english,f,
70077536,,,english,f,
846110470,,english,spanish,f,
6718023,,english,english,f,
84308337,Not_Meeting,english,english,f,
35125091,,english,english,f,
91383858,,english,english,f,
17256600,,english,english,f,
818396523,,english,english,t,
1689630,Not_Meeting,english,english,f,
72066926,Exceeding,english,english,f,
97221360,Partially_Meeting,english,english,f,
20469008,Partially_Meeting,english,english,f,
43925322,Partially_Meeting,spanish,spanish,f,
37362575,,english,english,f,
20317917,Not_Meeting,english,english,f,
99151449,Meeting,english,spanish,f,
9017814,,english,english,f,
78345441,,,english,f,
77905033,Not_Meeting,english,english,f,
20078237,Not_Meeting,english,english,f,
26655140,Partially_Meeting,english,spanish,f,
6306698,Not_Meeting,english,english,f,
43876497,,english,english,f,
400261844,,spanish,spanish,t,
36040925,,english,english,f,
66924507,Partially_Meeting,spanish,english,f,
383258975,,spanish,english,f,
78138781,,english,english,f,Little Sprouts
7421800,Not_Meeting,english,english,f,
43367548,Partially_Meeting,english,english,f,
35312218,,english,english,f,
86289042,,english,english,f,
72306035,Partially_Meeting,english,spanish,f,
39442354,Not_Meeting,,english,f,
64005348,,spanish,english,f,
32973744,Partially_Meeting,spanish,english,f,
88892374,Not_Meeting,english,english,f,
281546721,,english,english,f,Wood School
370496647,,english,,f,Discovery
69805611,Exceeding,,english,f,
76292476,Partially_Meeting,english,english,f,
28363322,Not_Meeting,,english,f,
33073498,Partially_Meeting,spanish,english,f,
24331589,Not_Meeting,,spanish,f,
90966397,,english,english,f,
61952381,Partially_Meeting,english,english,f,
258656868,,english,english,f,Little Sprouts
883516997,,english,spanish,t,
96541806,Meeting,spanish,english,f,
68258144,,english,english,f,
82323886,,english,english,f,
521411016,Partially_Meeting,english,english,f,
91176383,,spanish,english,t,Discovery
38823472,,english,english,t,Discovery
16753280,Meeting,spanish,english,f,
2230613,,english,english,f,
76821471,Partially_Meeting,english,english,f,
31086965,,english,spanish,f,
3347243,Partially_Meeting,english,english,t,Discovery
54966960,Not_Meeting,english,english,f,
73469754,Not_Meeting,english,english,f,
44791923,Exceeding,english,english,f,
693889254,,english,english,f,
45454766,,english,english,f,
588864892,,english,english,t,
38163598,,english,english,f,
153603427,,spanish,english,f,
5407543,Meeting,english,english,f,
35158668,Not_Meeting,,english,f,
34849221,,english,english,f,
73635717,,english,english,f,
9805518,,spanish,english,f,
96514897,Meeting,english,english,t,Discovery
50774414,,english,spanish,f,
57343824,Partially_Meeting,,english,f,
82377096,Exceeding,english,english,f,
5612202,Exceeding,english,english,f,
92239122,,english,english,f,
68036499,,english,english,f,
222493117,,english,english,t,
26811697,,spanish,english,f,
41423704,Not_Meeting,english,english,f,
3055358,,english,spanish,f,
41027272,Partially_Meeting,,english,f,
81170985,Partially_Meeting,english,english,f,
45010746,Not_Meeting,english,english,t,Cedardale
27655361,,english,english,f,
284772562,,english,english,t,
82266999,Meeting,spanish,english,f,
293702678,,english,,f,
61563226,Not_Meeting,,english,f,
2413885,Meeting,,english,f,
956141789,,english,english,f,
523443233,,english,english,f,
24203185,,english,english,f,
31079983,Not_Meeting,spanish,english,f,
617681066,,spanish,english,f,
10792300,Not_Meeting,,english,f,
573768231,,spanish,english,t,
66465053,Partially_Meeting,english,english,f,
99094058,Not_Meeting,spanish,english,f,
47513331,Not_Meeting,spanish,english,f,
59573677,Not_Meeting,english,english,f,
36279015,Not_Meeting,english,english,t,Discovery
7172561,,english,english,f,
73431198,Exceeding,english,english,f,
60035978,Partially_Meeting,english,english,f,
29529922,Partially_Meeting,english,spanish,f,
81881855,Not_Meeting,english,english,f,
48400850,Meeting,english,english,f,
64999072,Not_Meeting,spanish,english,f,
14971916,Not_Meeting,english,english,f,
59749053,Partially_Meeting,english,english,t,Boys & Girls Club
67731585,Partially_Meeting,,english,t,Discovery
5912053,Partially_Meeting,english,english,t,Discovery
35292003,,spanish,english,f,
72388080,,spanish,spanish,f,
75017401,,spanish,spanish,f,
283996149,,,english,f,
636891878,,english,english,f,
66300637,Not_Meeting,english,english,f,
29206182,Not_Meeting,english,english,f,
970568534,,spanish,spanish,f,
51823784,,spanish,english,f,
316671127,,english,english,t,
30368772,Not_Meeting,english,english,f,
82663068,,english,english,f,
329821717,,english,spanish,f,
17441185,Exceeding,spanish,english,f,
36070423,Partially_Meeting,english,english,f,
4714599,,english,spanish,f,
95186068,Not_Meeting,english,english,f,
59934936,Partially_Meeting,english,spanish,f,
77757060,Exceeding,english,english,f,
356976820,,english,spanish,f,Discovery
7962210,,,english,f,
59409528,Meeting,english,english,f,
74004314,,english,english,f,
62006961,,spanish,english,f,
88527688,Meeting,english,english,f,
65696380,,english,english,f,
69605687,Not_Meeting,spanish,spanish,f,
30471594,,english,english,f,
86392731,Not_Meeting,english,english,f,
3573610,Meeting,english,english,f,
267283007,,english,spanish,f,
12439629,,,english,f,
30981404,Not_Meeting,english,english,f,
69381029,,,english,f,
668477634,,english,english,f,
11927113,Partially_Meeting,,english,f,
40724746,Not_Meeting,spanish,english,f,
30507399,Partially_Meeting,english,english,f,
54492876,,english,english,f,
40912849,,,english,f,
72785083,Not_Meeting,english,english,f,
576345919,,spanish,english,f,YMCA Greenleaf
80255369,Partially_Meeting,english,english,f,
39364709,Exceeding,english,english,f,
59521324,,spanish,english,f,
76809079,,english,english,f,
99277225,Exceeding,,english,f,
43861221,Not_Meeting,english,english,t,YWCA
64186820,Not_Meeting,english,english,f,
18094160,,english,english,f,
5359906,Not_Meeting,spanish,english,f,
78077798,Not_Meeting,english,english,f,
78017573,,english,english,f,
609901948,,english,english,t,
33232327,,english,english,f,
233175290,,english,spanish,t,
37499227,Not_Meeting,spanish,english,f,
53130643,,spanish,english,f,
532687378,,english,spanish,t,Youth Empowerment
80791888,Partially_Meeting,english,english,f,
73170472,Partially_Meeting,english,english,f,
2994649,,english,english,f,
578753529,,spanish,spanish,f,Discovery
743282317,,english,english,f,
896526477,,english,english,f,Discovery
3410350,Not_Meeting,english,english,f,
978567986,,,english,f,Discovery
76805404,,spanish,english,f,
23736883,Meeting,english,english,f,
17996214,,english,english,f,
10894018,Meeting,spanish,english,f,
42951785,Not_Meeting,english,english,f,
98690592,,english,spanish,f,
941410209,,english,,f,YMCA
809652209,,english,english,f,
83241380,Meeting,spanish,english,f,
66416768,Not_Meeting,english,english,f,
55704818,Not_Meeting,spanish,english,f,
30375404,Partially_Meeting,english,english,f,
690009911,,english,english,f,
34215460,Meeting,english,english,f,
1371700,Not_Meeting,english,english,f,
211023942,,english,english,f,
73178933,Not_Meeting,spanish,english,f,
52968441,,english,english,f,
685273247,,spanish,spanish,f,
44362161,Not_Meeting,english,spanish,f,
68397535,Not_Meeting,english,english,f,
646176113,,english,english,f,Discovery
746103031,,spanish,english,t,Discovery
90078237,Not_Meeting,english,english,f,
22374283,,english,english,f,
42098195,,english,english,f,
74659060,Exceeding,english,english,t,Cedardale
87757677,Not_Meeting,english,english,t,Discovery
7693048,Meeting,english,english,f,
38079614,Partially_Meeting,spanish,english,t,YWCA
10598392,Exceeding,english,spanish,f,
959976422,,spanish,english,f,Discovery
34373204,Not_Meeting,spanish,english,f,
308979872,,english,english,f,
28456993,Not_Meeting,english,english,f,
29568468,,english,english,f,
27347254,Partially_Meeting,english,english,f,
46845555,,,english,f,
91174069,Not_Meeting,spanish,english,f,
609233768,,english,english,f,
82227299,Not_Meeting,english,english,f,
16711938,Not_Meeting,english,english,f,
75357604,Partially_Meeting,english,english,f,
80876742,,english,spanish,f,
64947599,Meeting,english,english,f,
34160085,,spanish,english,f,
86272957,Not_Meeting,spanish,english,f,
82646656,Not_Meeting,english,english,f,
77541790,,english,english,f,
831598696,,,english,t,
25703687,,english,english,f,
50657659,Meeting,english,english,f,
92877881,,,english,f,
60502146,Meeting,english,english,f,
77650271,,english,english,f,
390914043,,,english,t,
94030089,Not_Meeting,english,english,f,
65550089,,english,english,f,
37237723,Not_Meeting,english,english,f,
62668322,Partially_Meeting,english,english,f,
86709575,,english,english,t,Discovery
5777364,Not_Meeting,english,english,t,Discovery
93484450,,english,english,f,
2575349,,,english,f,
967336781,,english,english,f,Discovery
656948317,,english,english,f,Cedardale
48802011,Not_Meeting,english,english,f,
46415612,,english,spanish,f,
53794569,Not_Meeting,spanish,english,f,
22592789,Not_Meeting,english,english,f,
99324759,,,english,f,
55672491,Meeting,english,english,f,
78556554,,english,english,f,
659964798,,spanish,spanish,f,
74783908,,english,english,f,
95988104,Partially_Meeting,english,english,f,
62937174,Partially_Meeting,english,spanish,t,Discovery
17245960,Exceeding,english,english,f,
81905643,Not_Meeting,spanish,english,f,
1927282,Partially_Meeting,english,english,f,
45163731,Not_Meeting,english,english,f,
23990656,Partially_Meeting,spanish,english,f,
63452790,,english,english,f,
18699438,,english,english,f,
376481175,,english,english,t,
13988486,Exceeding,english,english,f,
51957854,Exceeding,english,english,f,
16447898,Partially_Meeting,english,english,f,
47139285,,english,english,f,
1239297,Not_Meeting,english,english,f,
176635627,,spanish,english,t,Discovery
18898960,Not_Meeting,english,english,f,
26365652,,,english,f,
32544463,Not_Meeting,english,english,f,
91684649,,spanish,english,f,
55721734,Not_Meeting,spanish,english,f,
865380217,,english,english,f,YMCA
92696504,Partially_Meeting,spanish,english,f,
31368030,Not_Meeting,,english,t,Boys & Girls Club
51163731,Meeting,english,english,t,YWCA
35642300,Not_Meeting,english,english,f,
31600676,Partially_Meeting,english,english,f,
66910537,Partially_Meeting,english,english,f,
11799807,,spanish,english,f,
35036600,Partially_Meeting,spanish,english,f,
63846382,,spanish,english,f,
91154577,Exceeding,english,english,f,
66730471,Exceeding,english,spanish,f,
6298647,,english,english,f,
708049066,,english,english,f,Discovery
42475897,,english,spanish,f,
29976846,Meeting,english,english,f,
11711429,Exceeding,,english,f,
21071251,,english,english,f,
78173541,Not_Meeting,english,english,f,
38524524,,,english,f,
54969273,,,english,f,
29041891,Meeting,spanish,english,t,Discovery
33046120,Partially_Meeting,english,english,f,
51375142,Meeting,spanish,english,f,
460965127,,spanish,english,f,Discovery
3507607,Not_Meeting,english,english,f,
77697843,,english,english,f,
17268132,Exceeding,spanish,english,f,
34434453,,,english,f,
71097808,,spanish,english,f,
52862713,Meeting,spanish,english,f,
114560925,,english,english,f,Boys & Girls Club
71512276,Meeting,english,english,f,
73170394,,spanish,english,f,
659517722,,english,spanish,f,YMCA
87985747,Partially_Meeting,english,english,f,
44370248,,english,spanish,f,
98734982,Partially_Meeting,english,english,f,
99687492,Partially_Meeting,english,english,f,
62149406,Not_Meeting,english,english,f,
13809745,Meeting,english,english,t,Discovery
326830281,,english,spanish,f,
15550505,Meeting,spanish,english,f,
25692173,Not_Meeting,english,english,f,
1595870,Not_Meeting,english,english,f,
332176811,,english,english,t,Discovery
37244162,,english,,f,
52023963,Exceeding,english,spanish,f,
1996906,,english,english,f,
342907097,,spanish,english,f,Cedardale
61333466,Meeting,english,english,f,
63032383,,english,english,f,
420955621,,english,english,f,
495400637,,,english,f,Discovery
31404168,Not_Meeting,spanish,english,f,
73479827,Meeting,spanish,english,t,Discovery
766260430,,spanish,spanish,t,
70700497,Meeting,english,english,f,
903615918,,english,english,t,
484865644,,spanish,english,f,YMCA
78800702,Not_Meeting,english,english,f,
93743795,,spanish,spanish,f,
78237484,,english,english,f,
326681,Not_Meeting,english,english,t,Discovery
46171134,Exceeding,english,spanish,f,
2667229,,english,english,f,
75241006,Not_Meeting,english,spanish,f,
89463696,Partially_Meeting,english,english,f,
85433288,Partially_Meeting,english,english,t,Discovery
68958768,Not_Meeting,spanish,spanish,f,
4128117,Exceeding,english,english,f,
48032265,Not_Meeting,english,english,t,Boys & Girls Club
25746656,Meeting,spanish,english,f,
95848332,,english,english,f,
95528945,Exceeding,english,english,f,
94325184,,spanish,english,f,
45121713,,spanish,english,f,
89367625,,english,english,f,
37135584,Exceeding,english,english,f,
65938210,Partially_Meeting,english,english,f,
6848871,Not_Meeting,spanish,english,t,Discovery
5014206,Partially_Meeting,english,english,f,
48245600,Meeting,english,english,f,
463312,Not_Meeting,english,english,t,Boys & Girls Club
470622065,,english,english,f,
23014355,Meeting,english,english,f,
14289880,Exceeding,english,english,t,Discovery
89106683,Not_Meeting,,english,t,Boys & Girls Club
62006575,Partially_Meeting,english,english,f,
5042396,Meeting,english,english,f,
10729971,Partially_Meeting,english,spanish,f,
76432843,Partially_Meeting,english,english,f,
21227022,,english,english,f,
570232954,,english,english,f,
96936826,Meeting,english,english,f,
79825789,,english,english,f,
521557405,,english,english,f,
43901624,Meeting,english,spanish,f,
61726701,,english,english,f,
22501137,,english,english,f,
93810104,Not_Meeting,spanish,english,f,
44628744,Meeting,spanish,english,f,
784071738,,english,english,f,
75046157,Exceeding,english,english,f,
16200986,,english,english,f,
54338005,Not_Meeting,english,spanish,f,
48891012,,spanish,english,f,
5223453,Meeting,english,english,f,
72281827,Not_Meeting,,spanish,t,YMCA
73310916,,spanish,english,f,
76274661,Not_Meeting,english,english,f,
27426294,,english,english,f,
81834627,Not_Meeting,english,english,f,
198118047,,spanish,spanish,f,
46711455,,,english,t,Boys & Girls Club
82298088,Meeting,english,english,f,
77655641,Exceeding,spanish,spanish,f,
6036586,Not_Meeting,english,english,f,
28078593,,english,english,f,
90782581,,english,spanish,f,
37160567,Exceeding,english,english,f,
413822868,,english,,f,Discovery
95232527,,spanish,english,f,
69870567,Meeting,english,english,f,
62717571,,spanish,english,f,
40304165,Partially_Meeting,english,english,f,
26934729,,english,spanish,f,
97713509,,english,english,f,
25604070,,english,spanish,f,
45868928,Not_Meeting,english,spanish,f,
22756137,Not_Meeting,english,spanish,f,
99258772,Meeting,,english,f,
13723613,,english,english,f,
565824806,,spanish,english,f,
75980382,Meeting,spanish,english,f,
14367255,Not_Meeting,english,spanish,f,
63665668,,english,english,f,
83925100,Meeting,english,spanish,f,
94576740,,english,english,f,
10241094,Meeting,spanish,english,f,
41071390,Exceeding,english,english,f,
96877261,Partially_Meeting,english,spanish,f,
79190167,,english,english,f,
56670844,Not_Meeting,spanish,english,f,
90772924,,english,english,f,
32164379,Exceeding,english,english,f,
44479439,Exceeding,spanish,english,f,
57982900,Meeting,english,english,f,
203772843,,english,english,f,Discovery
2401992,Meeting,english,english,f,
26403710,,,english,f,
162816053,,english,english,f,Cedardale
96423100,,english,english,f,
55355647,Exceeding,spanish,english,t,Discovery
40005819,Meeting,spanish,english,f,
29169902,,spanish,english,f,
14182654,Partially_Meeting,english,english,f,
378682636,,spanish,english,f,Discovery
52289492,Partially_Meeting,english,english,t,YMCA Greenleaf
33474667,,english,english,f,
2790053,Not_Meeting,english,english,f,
30118689,Exceeding,spanish,english,f,
667829597,,english,english,t,YMCA
78534819,Partially_Meeting,english,spanish,f,
7484966,Meeting,english,english,f,
82653193,,english,english,f,
98613963,Partially_Meeting,english,spanish,t,Discovery
47972115,,english,english,f,
871974393,,english,english,f,
69520525,Exceeding,english,english,f,
29463096,Exceeding,english,english,f,
94128723,,english,spanish,f,
4082196,Meeting,,english,f,
94406466,Meeting,english,english,f,
84632961,Partially_Meeting,english,english,f,
37053371,Partially_Meeting,,english,t,YWCA
591990780,,english,english,f,
57197274,Partially_Meeting,english,english,f,
86014354,,spanish,english,f,
23842520,Not_Meeting,english,english,f,
289062476,,english,english,f,
10489469,Partially_Meeting,spanish,english,f,
436100555,,english,english,f,
20456526,,english,english,f,
286114001,,english,english,f,
56278860,Not_Meeting,spanish,english,f,
9137899,Not_Meeting,english,english,f,
52865536,Not_Meeting,english,english,f,
27012718,Meeting,english,english,f,
77739665,Not_Meeting,spanish,spanish,t,Discovery
17743244,Meeting,spanish,english,f,
972521616,,english,english,f,
15729875,,english,english,f,
46890814,Not_Meeting,,spanish,f,
90525447,Partially_Meeting,english,english,f,
865457139,,spanish,english,t,
51536588,,,english,f,
74822785,,english,english,f,
3938123,Meeting,english,english,f,
66280751,Meeting,english,english,f,
51592721,Meeting,english,english,f,
57153537,,,english,f,
57851682,,english,english,f,
628297706,,english,english,f,
43657816,Partially_Meeting,english,english,f,
78696419,,english,english,f,Discovery
241298023,,english,spanish,f,
81620075,Not_Meeting,english,english,f,
517866893,,spanish,english,f,
98561636,Meeting,english,english,f,
493175147,,spanish,english,f,Discovery
101932680,,spanish,english,f,
71612142,Meeting,spanish,english,t,Discovery
86297703,Partially_Meeting,english,english,f,
78955074,Not_Meeting,english,english,f,
73372877,,spanish,english,f,
688975696,,english,english,f,
33819212,,english,english,f,
69991189,,english,english,f,
592608975,,english,english,f,
13772050,Not_Meeting,english,spanish,f,
67965355,Not_Meeting,,english,f,
44642105,Exceeding,english,english,f,
95161164,Meeting,spanish,english,f,
825955998,,,,t,
38931503,,spanish,english,f,
33474473,Meeting,english,english,f,
15233484,,,english,f,
32162521,Meeting,english,english,f,
28584143,Partially_Meeting,spanish,english,f,
46769538,Not_Meeting,english,english,f,
24143241,Not_Meeting,english,english,f,
94020360,,english,english,f,
67666692,Meeting,spanish,english,f,
716839968,,english,english,f,
45476027,Meeting,english,english,f,
687002458,,spanish,english,f,
53951222,,,english,f,
87674811,Not_Meeting,english,english,f,
4500042,Not_Meeting,english,spanish,f,
23659642,Not_Meeting,spanish,spanish,f,
8921317,Not_Meeting,english,english,f,
372304386,,english,spanish,f,Discovery
21965097,,spanish,english,f,
74971088,,spanish,spanish,t,Youth Empowerment
83454815,,english,english,f,
508279871,,english,english,f,
306175149,,spanish,english,f,
741825479,,english,english,f,
805571322,,english,english,f,Discovery
58909067,Partially_Meeting,english,english,f,
10163348,,english,english,f,
19690143,Not_Meeting,spanish,english,f,
258934682,,english,english,f,
20489346,,english,english,f,
36567027,Meeting,english,spanish,t,YMCA
27266723,Partially_Meeting,spanish,english,f,
43034193,,english,english,t,
12549482,Not_Meeting,english,spanish,f,
298303508,,english,english,f,
64313599,Meeting,english,english,f,
391068626,,english,english,f,
68613794,,english,spanish,f,
26369700,Not_Meeting,english,english,t,Wood School
38377137,Not_Meeting,,english,f,
96544899,Exceeding,,spanish,f,
90910989,Exceeding,spanish,english,f,
66287287,Not_Meeting,english,english,f,
69903499,Meeting,english,english,f,
280932337,,english,english,t,
16589618,Not_Meeting,english,english,f,
19369482,,spanish,english,f,
11672371,,english,english,f,
37390002,Partially_Meeting,english,english,f,
178955,Not_Meeting,english,spanish,f,
50857203,Exceeding,english,spanish,t,YWCA
903530792,,english,english,t,
61371510,Partially_Meeting,spanish,english,f,
57132991,Partially_Meeting,spanish,english,f,
43003248,Not_Meeting,spanish,english,f,
591193050,,english,english,f,
30309938,Not_Meeting,english,english,t,Little Sprouts
68667186,,english,english,f,
32914589,Not_Meeting,english,english,f,
86843197,Partially_Meeting,spanish,english,f,
78087429,Meeting,spanish,english,f,
527346353,,english,english,f,
70059450,,english,english,f,
161432796,Partially_Meeting,english,spanish,f,Youth Empowerment
797826827,,english,english,f,
59627832,Partially_Meeting,english,english,f,
63699918,Meeting,english,english,f,
74503901,,english,english,f,
520727977,,english,english,f,
697050211,,english,english,f,
11283102,,english,english,f,
54172757,,english,english,f,
46733212,Meeting,english,english,f,
701196675,,english,english,t,Boys & Girls Club
73617751,Not_Meeting,english,english,f,
92561601,Not_Meeting,english,english,f,
6911278,Not_Meeting,english,english,f,
7477119,Partially_Meeting,spanish,spanish,f,
893020779,,english,english,f,
3029814,Exceeding,english,english,f,
4506261,Not_Meeting,english,english,f,
238717649,,english,spanish,t,
78635499,Not_Meeting,english,english,f,
651508171,,english,english,f,
94774170,Exceeding,english,english,f,
63318177,,english,spanish,f,
59518671,Exceeding,english,english,t,YWCA
905529161,,english,english,f,
76732293,Partially_Meeting,english,english,f,
57942064,,english,english,f,
65755568,,english,english,f,
9988463,Exceeding,english,english,t,YWCA
620258447,,spanish,english,t,
86432361,Partially_Meeting,,english,f,
754652556,,spanish,english,f,
70597475,,english,english,f,
36493447,Partially_Meeting,english,spanish,f,
34434856,,spanish,english,f,
4088215,Not_Meeting,english,english,f,
239619632,,spanish,spanish,f,
850868526,,english,,f,
19871596,,english,english,f,
38486998,Partially_Meeting,english,english,t,Youth Empowerment
5196547,Not_Meeting,english,english,f,
402194725,,,,f,
547464902,,english,english,f,Boys & Girls Club
15493620,,english,english,f,
22759111,,english,english,f,
75957939,,english,english,f,
