id,reading_levels,primary_student_language,primary_household_language,after_school,after_school_external
95406181,Not_Meeting,english,english,t,Wood School
38535360,,english,english,f,
32621986,Not_Meeting,spanish,english,f,
48414728,,english,english,f,
22541072,,english,english,f,
282205310,,,spanish,f,
28440506,Meeting,spanish,english,t,Wood School
675722337,,english,english,f,Little Sprouts
51100066,Not_Meeting,english,english,f,
82866028,Partially_Meeting,english,english,f,
92785269,Partially_Meeting,english,english,f,
33280994,,,english,f,
86664976,Meeting,spanish,english,f,
58299014,Not_Meeting,english,english,f,
78639137,Exceeding,,spanish,f,
99107350,,spanish,english,f,
81249124,,spanish,english,f,
21798272,,english,english,f,
803329517,,spanish,spanish,f,
134113655,,english,english,t,
325410608,,english,spanish,f,
67915320,Exceeding,english,english,t,Boys & Girls Club
624986216,,english,spanish,t,
91026387,Meeting,english,english,f,
91829997,,english,spanish,f,
58487894,,english,english,f,
28395943,Meeting,english,english,t,Discovery
1838543,Partially_Meeting,english,english,f,
515540710,,spanish,english,f,
582078957,,english,english,t,
61559815,Not_Meeting,english,english,f,
1362939,Meeting,english,spanish,f,
66200122,Not_Meeting,english,english,f,
33566066,Partially_Meeting,english,english,f,
51107710,Partially_Meeting,english,english,f,
19998739,Meeting,english,english,f,
61249344,Partially_Meeting,english,english,f,
67319484,Exceeding,,english,f,
198175416,,,spanish,f,
21018869,Partially_Meeting,english,english,f,
17083939,,english,english,f,
24172733,Not_Meeting,english,english,f,
97477323,Not_Meeting,english,english,f,
59134093,Meeting,english,english,t,Wood School
331109342,,english,spanish,t,
23860437,Partially_Meeting,english,english,t,Discovery
25438139,Not_Meeting,english,english,t,Discovery
34078179,Exceeding,english,english,f,
731978525,,english,english,t,Discovery
65646512,Not_Meeting,english,english,f,
75596015,Exceeding,spanish,english,f,
43932455,Not_Meeting,english,english,f,
68167864,Not_Meeting,spanish,english,f,
22851421,,english,spanish,f,
772551547,,english,spanish,f,
9539855,,english,spanish,f,
68459174,Not_Meeting,english,english,f,
323994936,,english,english,f,
46013529,,english,english,f,
584890211,,english,spanish,f,Discovery
35007360,,,english,f,
82719597,Exceeding,spanish,english,t,Discovery
24399479,Exceeding,,spanish,t,Boys & Girls Club
50146788,,spanish,english,f,
54024740,Not_Meeting,english,english,t,YWCA
93257903,,english,english,f,
67911646,Not_Meeting,english,english,t,Discovery
715438414,,english,english,f,Discovery
41961817,Exceeding,english,spanish,f,
17245600,,spanish,spanish,f,Boys & Girls Club
70506903,Partially_Meeting,spanish,spanish,f,
56199334,Partially_Meeting,spanish,english,f,
53266502,,spanish,english,f,
47946334,Exceeding,english,english,f,
7303257,,english,english,f,
19737808,,spanish,spanish,f,
506761686,,english,english,f,
45703883,Partially_Meeting,english,english,f,
31665079,Not_Meeting,english,english,f,
56457694,Partially_Meeting,spanish,english,f,
96036946,,english,english,f,
99046667,Not_Meeting,,english,f,
93944064,Meeting,english,english,f,
94719926,,english,english,f,
82004937,Meeting,english,english,f,
282589618,,english,english,f,YWCA
25643452,,english,english,f,
306385805,,spanish,english,f,
90568355,Partially_Meeting,spanish,english,t,Boys & Girls Club
21792246,,english,english,f,
24279254,,,english,f,
58392410,,english,english,f,
55963068,Meeting,english,english,f,
728013824,,english,spanish,f,Discovery
64988677,,english,english,f,
25212502,Partially_Meeting,english,english,f,
16848674,Not_Meeting,,english,f,
96327593,Not_Meeting,english,spanish,f,
6985637,,spanish,spanish,t,Discovery
40844564,Partially_Meeting,english,spanish,f,
79076752,,english,spanish,f,
76441353,,english,english,f,
41992394,Partially_Meeting,spanish,english,f,
10598967,,spanish,english,f,
68390206,Not_Meeting,english,english,f,
18672661,Not_Meeting,english,english,f,
35010641,,english,english,f,
432971506,,english,english,f,Discovery
19316020,Partially_Meeting,spanish,english,f,
53220667,,english,english,t,Discovery
181017414,,english,english,t,Discovery
81789914,Exceeding,english,english,f,
96390426,Exceeding,,english,f,
86947655,,english,english,f,
34144874,,spanish,english,f,
6070792,,english,english,f,
12719338,Exceeding,english,english,f,
87588088,,english,english,f,
44267322,Not_Meeting,spanish,english,f,
313085339,,english,spanish,f,
50911508,Meeting,english,english,f,
96737960,Meeting,english,english,f,
346011466,,english,english,f,
6787404,,spanish,english,f,
873546578,,spanish,english,f,
93477119,Meeting,english,english,f,
50272096,,english,spanish,f,
21436151,,english,english,f,
73460708,Not_Meeting,,english,f,
473423470,,english,english,f,
95187122,,,english,f,
3102664,Not_Meeting,english,english,t,Little Sprouts
10880701,Not_Meeting,english,english,f,
80461410,Partially_Meeting,english,english,f,
60057784,,spanish,spanish,f,
996925526,,english,english,f,
77777964,Exceeding,english,spanish,f,
79944646,Partially_Meeting,english,english,f,
42885284,Not_Meeting,english,english,f,
37298389,Partially_Meeting,spanish,english,f,
61233655,Not_Meeting,,english,f,
85294922,Partially_Meeting,spanish,english,t,YMCA
37815281,Meeting,spanish,english,f,
57080145,,english,spanish,f,
33771696,Not_Meeting,english,english,f,
40878005,,english,english,f,
815529898,,english,spanish,f,
90020375,Meeting,english,english,f,
200971072,,spanish,spanish,f,
912688462,,spanish,english,f,Discovery
902843007,,english,english,t,
88202953,Partially_Meeting,spanish,english,f,
63382626,,english,english,f,
67620697,Exceeding,english,spanish,f,
14038449,,english,english,f,
32415002,,spanish,spanish,f,
87763617,Partially_Meeting,english,english,f,
13530059,,english,english,f,
597235983,,spanish,spanish,f,
19367027,Meeting,english,english,f,
171141149,,spanish,english,t,YWCA
390641384,,english,english,f,Discovery
64470654,Not_Meeting,english,english,f,
83477807,Partially_Meeting,english,english,f,
30686689,,english,english,f,
91487584,Meeting,english,english,t,Boys & Girls Club
38170355,Not_Meeting,english,english,f,
32882942,Not_Meeting,english,english,f,
95025269,Meeting,english,english,f,
72807601,Exceeding,spanish,english,f,
22097229,Not_Meeting,english,english,f,
17173810,Exceeding,english,english,f,
47838455,,spanish,spanish,f,
10986633,,english,english,f,
17558394,Partially_Meeting,english,english,f,
84021828,Partially_Meeting,english,english,f,
91903749,Not_Meeting,english,english,f,
44335680,Exceeding,english,english,f,
77148611,Exceeding,english,english,f,
3652103,,english,spanish,f,
7663123,,english,english,f,
91378432,,english,spanish,f,
98593078,Meeting,english,english,f,
37166661,,,english,f,
29217617,Not_Meeting,english,english,f,
65415351,Exceeding,english,english,f,
51818338,,english,english,f,
57087438,Not_Meeting,english,english,t,YMCA
40620162,Partially_Meeting,english,english,f,
7606948,Not_Meeting,,english,f,
367219443,,english,english,f,Discovery
485276848,,english,english,f,
5159054,,,english,f,
231878415,,english,,f,Discovery
770450433,,spanish,english,f,
90033447,,english,spanish,f,
83002393,,english,english,f,
42649616,Not_Meeting,,spanish,t,Discovery
87466379,Partially_Meeting,english,spanish,f,
53982897,,english,english,f,
75339238,,,english,f,
66799990,Partially_Meeting,english,english,f,
97466003,Not_Meeting,spanish,english,t,YMCA
31542503,Meeting,english,english,f,
61824881,Not_Meeting,english,english,t,Discovery
40500112,,english,english,f,
798705861,,english,spanish,t,
87299772,,english,english,f,
60174318,,english,english,f,
7082819,Meeting,english,english,f,
24527085,Not_Meeting,english,spanish,f,
63559113,,english,english,f,
71454115,Not_Meeting,english,spanish,f,
35653805,Not_Meeting,english,english,f,
62696372,Partially_Meeting,english,english,f,
40495375,Partially_Meeting,english,english,f,
75583990,,english,english,f,
70173838,Not_Meeting,english,english,f,
97354721,Meeting,,english,f,
32985638,Not_Meeting,spanish,spanish,f,
74474143,Partially_Meeting,english,english,t,Discovery
11096946,,,english,f,
76277664,,spanish,spanish,f,
72035531,Partially_Meeting,spanish,english,f,
7696059,Not_Meeting,spanish,english,f,
85914976,,english,english,f,
57735193,,english,english,f,
8805394,Partially_Meeting,english,english,t,Cedardale
41772897,,,english,f,
54039446,,spanish,english,f,
34113886,Meeting,spanish,english,f,
72236922,Not_Meeting,english,spanish,f,
32433757,Not_Meeting,english,english,f,
966780727,,english,english,f,
97242588,,english,english,f,
25117372,Not_Meeting,english,english,f,
18734456,Not_Meeting,english,english,f,
67597566,,,spanish,f,
72682194,Partially_Meeting,english,english,f,
53489193,Not_Meeting,english,english,f,
24948303,Partially_Meeting,english,english,f,
75796177,Meeting,spanish,english,f,
27627443,Exceeding,english,english,f,
22331323,,english,english,t,
19963112,Not_Meeting,,spanish,f,
73392289,Not_Meeting,english,english,t,Discovery
49034276,Meeting,english,english,f,
58771072,,english,english,f,
54982738,Not_Meeting,english,english,f,
689175791,,spanish,english,t,YWCA
225011726,,english,english,f,
27914941,Partially_Meeting,english,english,f,
33493755,Meeting,spanish,english,f,
589206450,,english,english,f,
96318593,,english,spanish,f,
27531655,Meeting,english,english,f,
37250664,Meeting,english,english,f,
54425241,Exceeding,english,english,f,
397436720,,english,english,f,
726156825,Exceeding,english,english,f,Discovery
52706567,,,english,f,
978479231,,english,english,f,YWCA
84037541,Meeting,spanish,english,f,
71044284,Not_Meeting,english,english,t,Discovery
665212074,,,english,f,YMCA
74963759,,english,english,f,
27919139,Not_Meeting,,english,f,
54919313,Meeting,english,english,t,YWCA
42225811,Not_Meeting,english,spanish,f,
23791170,Partially_Meeting,spanish,english,f,
329033973,,english,english,f,
84124482,,spanish,english,f,
86078122,,english,english,f,
91846071,Exceeding,spanish,english,f,
776132395,,spanish,english,f,
483716776,,english,spanish,f,
152534066,,english,english,t,
82850339,Partially_Meeting,,english,f,
9557911,Partially_Meeting,spanish,english,f,
93784679,,english,spanish,f,
77044531,,,english,f,
650682396,,english,spanish,f,Wood School
779818812,,,english,f,
7597006,Meeting,english,english,f,
5383586,Partially_Meeting,spanish,english,f,
90838288,Not_Meeting,spanish,english,f,
18056584,,english,english,f,
77861481,,spanish,english,f,
26574324,Not_Meeting,english,english,t,Discovery
36648798,,english,english,f,Little Sprouts
27134241,,spanish,spanish,f,
27404769,Not_Meeting,english,spanish,f,
84377288,Exceeding,spanish,english,f,
22146482,Meeting,english,english,f,
5786370,Meeting,english,english,f,
24422385,,english,english,f,
640776236,,english,english,f,
8844442,,spanish,english,f,
93105560,Not_Meeting,english,spanish,f,
823944889,,english,english,f,
90216355,Partially_Meeting,english,spanish,f,
86605207,,english,spanish,f,
43399836,Not_Meeting,spanish,english,f,
19737029,Partially_Meeting,english,spanish,f,
227717386,,english,english,f,
67525919,Partially_Meeting,english,english,f,
27462971,Exceeding,english,english,t,Discovery
434270161,,english,english,f,
83499189,Exceeding,spanish,spanish,f,
64137641,,english,english,f,
87251585,Partially_Meeting,english,english,f,
81041387,,english,english,f,
92686802,Partially_Meeting,english,english,f,
61929313,Exceeding,english,spanish,f,
96661082,,english,english,f,
85423228,Meeting,english,english,f,
24104446,Not_Meeting,english,english,f,
55176181,Exceeding,spanish,english,f,
48998923,Partially_Meeting,english,spanish,f,
88924409,Partially_Meeting,spanish,english,f,
88115651,,english,english,f,
6501382,Not_Meeting,english,spanish,f,
29580161,,english,english,f,
49367236,Partially_Meeting,english,english,f,
96265856,,english,english,f,
75007096,Not_Meeting,spanish,english,f,
25087653,,spanish,english,f,
44523299,Partially_Meeting,spanish,english,f,
174830066,,spanish,english,f,
94383058,Exceeding,spanish,english,t,Discovery
12778323,Not_Meeting,english,english,f,
57944150,Meeting,english,english,f,
94347947,,english,english,f,
39764762,Meeting,,english,f,
81668610,,english,english,f,
90611675,Not_Meeting,spanish,english,t,Discovery
80699678,,spanish,english,f,
63016880,,english,english,f,
97242461,,spanish,english,f,
56652572,,spanish,english,f,
398478033,,spanish,english,f,
896749021,,english,english,f,
56014542,,english,english,f,
846927958,,english,english,f,
64972408,,spanish,english,f,
14145741,,english,spanish,f,
52530079,Not_Meeting,spanish,english,f,
16706105,Exceeding,english,english,f,
60683182,Partially_Meeting,spanish,english,t,Little Sprouts
81604234,Exceeding,english,english,f,
78574531,Meeting,english,english,f,
37588380,,english,english,f,
41661232,Not_Meeting,english,english,f,
10296665,Not_Meeting,english,english,f,
138453204,,english,english,t,
27654093,Not_Meeting,english,english,f,
85019846,Exceeding,english,english,t,Cedardale
2165369,,english,english,f,
66163021,Meeting,english,spanish,f,
36482545,Exceeding,spanish,english,f,
83914016,,,spanish,f,
922298774,,english,english,f,
277805508,,english,english,f,
309750362,,,english,f,
71570421,Partially_Meeting,english,english,f,
34449297,,english,english,t,Wood School
36080416,,english,english,f,
28248678,,english,english,f,
2877401,,english,english,f,
839869341,,english,english,f,Boys & Girls Club
88920619,Partially_Meeting,english,spanish,f,
12919358,Exceeding,english,english,f,
518059816,,,,f,
273467428,,english,,f,
893068007,,english,english,f,
64005960,Partially_Meeting,english,english,f,
99045076,,english,english,f,
63831623,,spanish,english,f,
44610019,,english,english,f,
28207165,Partially_Meeting,english,english,f,
37285506,Exceeding,spanish,english,f,
11259640,,english,spanish,f,
9302885,Meeting,spanish,spanish,f,
35442734,Meeting,english,english,f,
32483848,Meeting,english,english,f,
2268312,Partially_Meeting,english,spanish,f,
384146596,,spanish,english,f,
13578810,Not_Meeting,english,english,f,
22663863,Not_Meeting,english,english,t,YWCA
647184983,,english,spanish,f,YMCA
473168698,,english,spanish,f,YWCA
33140802,,,spanish,f,
86027817,,english,spanish,f,
98491289,,english,english,f,
54186860,,english,english,f,
70481949,Partially_Meeting,english,spanish,t,Discovery
33867487,Exceeding,spanish,english,t,Discovery
22775134,,english,english,f,
30250107,Meeting,spanish,english,f,
918925264,,english,english,f,Boys & Girls Club
16726067,Exceeding,english,english,f,
19760337,,spanish,english,t,
95057403,,,english,f,
289827494,,english,spanish,f,
66562873,Partially_Meeting,spanish,english,f,
39045262,Partially_Meeting,spanish,english,f,
18364835,,english,english,f,
647101018,,spanish,english,t,Cedardale
923503521,,english,english,f,
763755451,,spanish,english,f,Discovery
525860241,,spanish,spanish,f,
38115325,,english,english,f,
34527302,Not_Meeting,,english,f,
1770182,Meeting,english,english,f,
72002495,Meeting,spanish,english,f,
19575679,Not_Meeting,english,english,t,YMCA
942158513,,,english,f,
4338150,Exceeding,english,english,f,
562582209,,english,english,t,
73684702,Meeting,english,english,f,
736912402,,english,spanish,t,
21329355,Not_Meeting,english,english,f,
90197069,Exceeding,english,english,f,
31963206,Not_Meeting,english,spanish,t,YMCA
63893414,Not_Meeting,english,english,f,
12319325,Not_Meeting,english,english,f,
237467344,,english,english,f,
111307232,,english,spanish,f,
43499577,,english,english,f,
33422102,,spanish,english,f,
14759736,,english,english,t,YMCA
22756245,,english,english,f,
582306598,,english,english,f,YMCA Learning Center
83591110,Meeting,english,english,f,
29231814,Not_Meeting,english,english,f,
51020694,,english,english,f,
38917427,Not_Meeting,,english,t,Discovery
15918031,Meeting,english,english,f,
983130455,,english,english,f,
78086901,,english,,f,
96688586,Exceeding,english,english,f,
21250192,,,english,f,
336956437,,english,english,f,Discovery
73892365,Meeting,english,spanish,f,
24608235,Meeting,english,english,f,
417501921,,english,english,f,Discovery
73158395,Not_Meeting,,english,f,
78835640,,english,english,f,
91141512,,english,english,f,
79639718,Partially_Meeting,english,english,f,
58802113,,english,english,f,
47389819,Exceeding,english,english,f,
46204869,,english,english,f,
3632296,,english,english,f,
70899261,Meeting,english,english,f,
7483783,Exceeding,spanish,english,f,
576091315,,spanish,spanish,f,Discovery
21852413,Meeting,spanish,english,f,
91623666,Partially_Meeting,english,spanish,f,
77228405,,english,english,f,
755168182,,spanish,english,f,
47595163,Partially_Meeting,english,english,f,
53606246,,,english,f,
96823689,Partially_Meeting,spanish,spanish,f,
16599985,,english,english,f,
51675489,Not_Meeting,english,english,f,
327427131,Partially_Meeting,english,english,f,
36806893,,,spanish,f,
10433901,Not_Meeting,spanish,spanish,f,
32826008,,english,english,f,
87791091,Partially_Meeting,english,spanish,f,
5565435,Not_Meeting,english,english,f,
8793117,Meeting,english,english,f,
47597702,Not_Meeting,english,english,f,
467865885,,spanish,english,f,
60699922,Not_Meeting,english,english,f,
59715955,Meeting,english,english,f,
605946022,,english,spanish,f,Boys & Girls Club
567704128,,english,english,t,
7437510,Partially_Meeting,spanish,english,f,
137465983,,english,english,f,
533155309,,spanish,english,t,
75373419,Not_Meeting,english,english,t,Discovery
59503776,Meeting,english,english,f,
76885457,,english,english,f,
813976895,,english,spanish,f,
19968098,Meeting,spanish,spanish,f,
31072998,Not_Meeting,,english,f,
32512566,Not_Meeting,spanish,english,f,
34548483,Not_Meeting,english,english,f,
19498410,,spanish,english,f,
39040429,Meeting,english,english,f,
30654742,Meeting,english,english,t,YWCA
2109565,Meeting,english,english,f,
76084471,,,english,f,
13019862,Not_Meeting,spanish,english,f,
88158170,Not_Meeting,english,english,f,
74652810,Exceeding,english,english,f,
93977894,Not_Meeting,english,english,f,
91070320,,english,english,f,
46379131,Exceeding,english,english,f,
852896085,,english,english,f,
74756640,Not_Meeting,english,english,f,
11518494,Not_Meeting,english,english,f,
35328966,,english,english,f,
11809260,,,english,f,
42913596,Meeting,english,english,t,Discovery
77822386,Not_Meeting,,english,f,
53601661,Meeting,spanish,english,f,
56844612,Meeting,english,english,t,Youth Empowerment
39338333,,english,english,f,
63478829,,english,english,f,
47049456,Not_Meeting,,english,f,
250865305,,english,english,f,
34596021,,spanish,english,f,
80403454,,,spanish,f,
80901218,Exceeding,spanish,spanish,t,Discovery
13404236,Meeting,spanish,english,t,Discovery
59204333,,spanish,spanish,f,Discovery
67621618,,english,english,f,
28703080,Not_Meeting,english,spanish,f,
23712822,,english,english,f,
52973292,Partially_Meeting,spanish,english,f,
76063111,,spanish,english,f,
872448260,,,spanish,f,
19227602,Not_Meeting,english,english,f,
19562928,Partially_Meeting,english,english,f,
1205059,Partially_Meeting,english,english,f,
603710949,,english,english,f,
47757378,,spanish,english,f,
153150370,,english,english,f,
11015182,Partially_Meeting,english,english,f,
212707977,,english,english,f,
15031475,,english,english,f,Youth Empowerment
59784952,,english,spanish,f,
96135317,,english,english,f,
51564626,Not_Meeting,spanish,english,f,
53393404,,spanish,english,f,
97740796,,english,spanish,f,
1240888,,english,english,f,
94986566,,english,english,f,
62478473,,english,,f,Cedardale
35103474,Not_Meeting,english,english,f,
51553730,,english,english,f,
22192984,,,english,f,
730044304,,english,english,f,
14009804,,,english,f,
46156683,Exceeding,,english,f,
41546035,,spanish,spanish,t,Discovery
86335158,,english,english,f,
34352126,Not_Meeting,english,english,f,
81948643,Not_Meeting,english,english,f,
15377404,Meeting,spanish,english,t,Discovery
87777936,,spanish,spanish,f,
88593393,Partially_Meeting,english,english,f,
31561969,Partially_Meeting,english,spanish,f,
89066617,,spanish,english,f,
37872100,Meeting,english,english,f,
304946045,,,spanish,f,
45517266,,english,spanish,f,
519094026,,spanish,english,f,
82331275,,spanish,english,f,
691067961,,,english,f,
27636357,,english,spanish,f,
78163306,,english,english,f,
93496435,Meeting,spanish,english,f,
20099849,Meeting,spanish,english,f,
563069358,,english,spanish,f,
6872674,Exceeding,spanish,english,f,
829907650,,english,spanish,f,
28673892,Not_Meeting,spanish,english,f,
13296841,Partially_Meeting,spanish,english,f,
7002068,Partially_Meeting,,english,f,
52946815,Not_Meeting,english,english,f,
321326752,,spanish,spanish,f,YMCA
41328484,Meeting,english,english,f,
79709737,Not_Meeting,english,english,f,
37082083,Not_Meeting,spanish,english,f,
60881999,Not_Meeting,english,english,f,
31305339,Exceeding,spanish,spanish,f,
20661224,Partially_Meeting,spanish,english,f,
86978098,,english,spanish,f,
81583054,,english,spanish,f,
61111988,Not_Meeting,english,english,f,
1909052,Not_Meeting,english,english,f,
23840339,Not_Meeting,english,spanish,f,
72995017,,english,spanish,f,
61999925,Partially_Meeting,english,english,f,
53049710,,,english,f,
289214017,,english,english,f,
285156293,,,spanish,t,
708289549,,english,english,t,
74132912,Not_Meeting,,english,f,
79988908,Exceeding,english,english,f,
364626482,Partially_Meeting,english,english,f,
87095943,,spanish,english,f,
881946461,,,spanish,f,
856249665,,english,english,f,
44421868,Partially_Meeting,english,english,f,
17892210,Partially_Meeting,,spanish,f,
83382732,Not_Meeting,english,english,t,Discovery
897871680,,,english,t,
16103728,Exceeding,spanish,english,f,
661034109,,english,spanish,f,Boys & Girls Club
88576902,Partially_Meeting,english,english,f,
96434575,Exceeding,english,english,f,
5699583,Partially_Meeting,spanish,spanish,f,
202572320,,spanish,english,f,
490297070,,english,english,f,Discovery
848433524,,english,spanish,f,
33692313,,english,english,f,
86879435,Partially_Meeting,spanish,english,f,
86991101,Not_Meeting,english,spanish,f,
466964033,,english,english,f,
856157063,,english,english,f,
25787816,Meeting,english,english,f,
99233785,,,english,f,
634672436,,english,spanish,f,Discovery
64944878,Partially_Meeting,english,spanish,f,
47808954,,english,spanish,f,
43614416,,spanish,english,f,
67366599,,,spanish,f,
10891701,Partially_Meeting,english,spanish,f,
97775466,Exceeding,english,english,f,
15467682,,english,english,f,
97593223,,english,english,f,
40071358,,spanish,english,f,
36937040,Not_Meeting,english,english,f,
92803097,,english,spanish,f,
37233096,Meeting,english,english,f,
10759691,Not_Meeting,english,english,f,
53062777,Partially_Meeting,english,english,f,
49477198,Not_Meeting,english,spanish,f,
87183065,Meeting,spanish,english,f,
24269842,Exceeding,english,english,f,
81908426,,english,english,f,
34940521,Partially_Meeting,english,english,f,
59820425,Partially_Meeting,english,english,t,Discovery
7677581,,english,english,f,
44250338,,english,english,f,
638856161,,english,english,f,
30036313,Not_Meeting,english,english,f,
89164514,Partially_Meeting,english,english,f,
61600585,Not_Meeting,english,english,f,
78854775,,english,english,f,
15614734,,english,english,f,
20839364,Not_Meeting,english,english,f,
32596171,Exceeding,english,spanish,f,
32548649,Not_Meeting,english,english,f,
28926316,Exceeding,english,english,f,
49973601,Not_Meeting,english,english,f,
61131791,Not_Meeting,english,english,f,
81281845,Exceeding,spanish,spanish,f,
90981965,Meeting,english,english,f,
6492105,Meeting,english,english,f,
99496282,Not_Meeting,spanish,english,f,
46048362,Meeting,,english,f,
96216716,Exceeding,spanish,spanish,f,
10723696,Exceeding,english,spanish,f,
55307691,Not_Meeting,,spanish,f,
78947535,,english,english,f,
98017507,,spanish,english,f,
65295467,Exceeding,english,english,f,
360653968,,english,english,t,
26110182,,english,english,f,
78657400,Not_Meeting,spanish,english,f,
18498474,,english,english,f,
10994533,,english,english,f,
75790858,Partially_Meeting,,english,t,YWCA
20720015,Not_Meeting,english,english,t,Boys & Girls Club
30268263,Not_Meeting,english,english,f,
93283541,Meeting,english,english,f,
39421494,Exceeding,english,english,f,
81669684,Partially_Meeting,,english,f,
220205373,,,spanish,f,Little Sprouts
16209887,Partially_Meeting,spanish,english,f,
12431716,,english,english,f,
60138068,,english,english,f,
99946707,,english,english,f,
70896101,Exceeding,english,english,f,
40885885,,english,english,f,
6146622,Partially_Meeting,english,english,f,
98059639,Partially_Meeting,spanish,spanish,f,
58769411,,english,spanish,f,
606064885,,spanish,spanish,f,
20118029,Partially_Meeting,english,english,f,
93052713,Meeting,,english,t,YMCA Greenleaf
14443632,Partially_Meeting,spanish,spanish,f,
61776490,Meeting,spanish,english,f,
21462844,Not_Meeting,english,english,f,
36475949,Not_Meeting,,english,f,
79332409,Not_Meeting,english,english,f,
9271237,,english,spanish,f,
30232677,Partially_Meeting,english,english,f,
40816907,Not_Meeting,english,english,f,
89936461,,english,english,f,
187872167,,english,english,f,
58800646,Partially_Meeting,english,english,f,
45474202,Not_Meeting,english,english,f,
34382370,,,english,f,
4309449,Partially_Meeting,english,english,f,
59759195,,english,english,f,
43441813,,english,english,f,
673417965,,english,english,f,Discovery
54240535,,spanish,spanish,f,
56654547,Meeting,english,english,f,
5583939,Meeting,english,spanish,f,
83330706,Not_Meeting,english,spanish,f,
4845166,Partially_Meeting,english,english,f,
3719679,Partially_Meeting,english,english,f,
74422596,,spanish,english,f,
47444106,Meeting,english,english,f,
32064993,,spanish,english,f,
33769296,Not_Meeting,english,spanish,t,Discovery
94013312,Not_Meeting,english,english,f,
16619596,,english,spanish,f,
47750602,,english,spanish,f,
431892119,,english,english,f,
29272526,,english,english,f,
227731581,,english,english,t,Discovery
83660345,Not_Meeting,spanish,english,f,
99025820,,english,spanish,f,
64736453,,english,english,f,
81719298,Partially_Meeting,english,english,f,
34102510,Partially_Meeting,spanish,english,f,
28132753,Not_Meeting,spanish,english,f,
78015360,Not_Meeting,english,english,f,
831557231,,english,english,f,YMCA Greenleaf
62204728,Not_Meeting,english,spanish,f,
19337144,,spanish,english,f,
80809643,,english,english,f,
78422675,,english,english,f,
6155145,Partially_Meeting,english,english,f,
14540970,,spanish,english,f,
56807708,,spanish,english,f,
21267719,Not_Meeting,english,english,f,
972629377,,english,english,t,Wood School
66968795,,english,english,f,
10291151,Exceeding,spanish,english,t,Discovery
82651438,Not_Meeting,,english,t,Boys & Girls Club
95944879,Partially_Meeting,english,spanish,f,
36699944,Partially_Meeting,english,english,f,
48208805,Partially_Meeting,english,english,t,Discovery
96559106,Not_Meeting,english,english,f,
84076509,Meeting,,spanish,f,
82644211,Not_Meeting,english,english,f,
87863099,Meeting,english,english,f,
50484779,,english,english,f,
92928959,Not_Meeting,spanish,spanish,t,YMCA Pentucket Lake
14435133,Partially_Meeting,english,english,f,
16169071,,,english,f,
46168268,,english,english,f,
36225689,Not_Meeting,english,english,f,
296861408,,english,english,f,
21148638,Meeting,english,english,f,
76309915,,english,english,f,
44635839,Exceeding,,english,f,
16027983,Exceeding,english,english,t,Discovery
2361086,,english,english,f,
39271251,Meeting,english,english,f,
24240339,Meeting,english,english,f,
436637336,,english,english,f,
75110279,,spanish,english,f,
245557466,,english,english,f,
95986744,,spanish,english,f,
9996324,,english,english,f,
43032127,,english,english,f,
92550812,Not_Meeting,spanish,english,f,
790223554,,english,english,f,
92347657,,spanish,english,f,
6497321,,spanish,english,f,
83491767,Meeting,english,english,f,
98689277,Meeting,,english,f,
142264157,,english,english,f,YMCA Pentucket Lake
91914764,Exceeding,spanish,english,f,
30553338,Partially_Meeting,spanish,english,f,
18430165,,english,english,f,
2797454,Not_Meeting,,english,f,
695556402,,english,,t,
97903509,Not_Meeting,english,english,f,
87596068,,english,english,f,
29523735,,spanish,english,f,
89172853,Partially_Meeting,spanish,english,t,YMCA
18120346,Not_Meeting,english,english,t,Boys & Girls Club
400536078,,english,english,f,
26912828,Partially_Meeting,english,english,f,
11239649,Partially_Meeting,spanish,english,f,
27517362,Not_Meeting,english,english,f,
70372498,,spanish,english,f,
92789061,,english,english,f,
10246545,Partially_Meeting,spanish,english,f,
965146315,,english,english,t,Little Sprouts
88753901,Not_Meeting,english,english,t,Discovery
64539862,,spanish,english,f,
43436218,,english,english,f,
37114620,Partially_Meeting,english,english,f,
42143825,,english,english,f,
97073530,Partially_Meeting,spanish,english,f,
30546524,,english,english,f,
30691169,,english,english,f,
847686669,,spanish,english,f,
66037563,Partially_Meeting,spanish,english,f,
41234920,Partially_Meeting,english,english,f,
17103279,Exceeding,spanish,english,f,
47695590,Meeting,english,english,f,
36215640,Not_Meeting,english,english,f,
51114814,Partially_Meeting,english,english,f,
44482099,Not_Meeting,,spanish,f,
83584458,,,spanish,f,
528259836,,,english,f,
17276737,,english,english,f,
81801195,Not_Meeting,english,english,f,
57504555,,,english,f,
29987749,,english,spanish,f,
48078437,Not_Meeting,english,english,f,
78832803,Not_Meeting,english,english,f,
34272420,Not_Meeting,spanish,english,f,
1469232,Not_Meeting,english,english,f,
52185255,Not_Meeting,english,english,f,
371031642,,,english,f,YWCA
19356446,Partially_Meeting,english,spanish,t,Discovery
18793859,,english,english,f,
24135235,,spanish,english,f,
56310881,Not_Meeting,english,english,f,
88353285,Partially_Meeting,english,english,f,
59983687,Not_Meeting,english,english,f,
68226514,Exceeding,spanish,english,f,
73049603,,english,english,f,
220499199,,english,english,f,
261136932,,english,english,f,Boys & Girls Club
41246689,Meeting,english,english,f,
60928030,Not_Meeting,english,english,f,
33544633,Meeting,,english,f,
66336097,,spanish,english,f,
485986606,,english,english,f,Discovery
